"match_id","balls_per_over","team_1","team_2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire_1","umpire_2","tv_umpire","match_referee","winner","winner_runs","winner_wickets","method","outcome","eliminator","reserve_umpire"
"1064720","6","Sydney Sixers","Perth Scorchers","female","2016/17","2017/01/28","Women's Big Bash League",NA,"W.A.C.A. Ground","Perth","Perth Scorchers","field","SE Aley","GJ Davidson","SAJ Craig","JD Ward","SR Bernard","Sydney Sixers","7",NA,NA,NA,NA,NA
"1023655","6","Adelaide Strikers","Melbourne Renegades","female","2016/17","2016/12/10","Women's Big Bash League","2","North Sydney Oval","Sydney","Melbourne Renegades","field","SFM Devine","CA Polosak","SA Lightbody","AK Wilds","WD Hendricks","Adelaide Strikers","14",NA,NA,NA,NA,NA
"1023659","6","Adelaide Strikers","Melbourne Renegades","female","2016/17","2016/12/11","Women's Big Bash League","4","North Sydney Oval No.2","Sydney","Adelaide Strikers","bat","S Molineux","G Stubbings","Marc Nickl",NA,"GE Reed","Melbourne Renegades",NA,"7",NA,NA,NA,NA
"1023667","6","Melbourne Stars","Sydney Thunder","female","2016/17","2016/12/13","Women's Big Bash League","8","Lavington Sports Oval","Albury","Melbourne Stars","bat","H Kaur","Kumar Jeyakkumar","D Young",NA,"Terry Keel","Sydney Thunder",NA,"8",NA,NA,NA,NA
"1023671","6","Hobart Hurricanes","Melbourne Renegades","female","2016/17","2016/12/17","Women's Big Bash League","10","Queen Elizabeth II Oval","Bendigo","Melbourne Renegades","field","AE Satterthwaite","D Brigham","S Brne",NA,"RG Patterson","Hobart Hurricanes","3",NA,NA,NA,NA,NA
"1023675","6","Sydney Thunder","Adelaide Strikers","female","2016/17","2016/12/17","Women's Big Bash League","12","Howell Oval","Sydney","Sydney Thunder","bat","SFM Devine","Troy Penman","CA Polosak",NA,"GE Reed","Adelaide Strikers",NA,"6",NA,NA,NA,NA
"1023681","6","Sydney Sixers","Melbourne Stars","female","2016/17","2016/12/18","Women's Big Bash League","15","Casey Fields No. 4","Melbourne","Melbourne Stars","field","D Hazell","D Ireland","DJ Shepard",NA,"Kent Hannam","Melbourne Stars",NA,"7",NA,NA,NA,NA
"896487","6","Melbourne Stars","Perth Scorchers","female","2015/16","2015/12/27","Women's Big Bash League","27","W.A.C.A. Ground","Perth","Perth Scorchers","field","EJ Villani","J Hewitt","Hennie Botes",NA,"Terry Prue","Perth Scorchers",NA,"8",NA,NA,NA,NA
"896493","6","Adelaide Strikers","Perth Scorchers","female","2015/16","2015/12/31","Women's Big Bash League","30","Adelaide Oval",NA,"Adelaide Strikers","bat","ML Schutt","L Uthenwoldt","AK Wilds","DB Mealey","SJ Davis","Adelaide Strikers","35",NA,NA,NA,NA,NA
"896545","6","Melbourne Renegades","Perth Scorchers","female","2015/16","2016/01/17","Women's Big Bash League","56","Adelaide Oval No. 2",NA,"Perth Scorchers","field","CM Edwards","C Thomas","L Uthenwoldt",NA,"KD Perrin","Perth Scorchers",NA,"9",NA,NA,NA,NA
"1023673","6","Sydney Sixers","Melbourne Stars","female","2016/17","2016/12/17","Women's Big Bash League","11","Casey Fields No. 4","Melbourne","Sydney Sixers","bat","MM Lanning","D Ireland","DJ Shepard",NA,"Kent Hannam","Melbourne Stars",NA,"7",NA,NA,NA,NA
"896547","6","Sydney Thunder","Perth Scorchers","female","2015/16","2016/01/21","Women's Big Bash League",NA,"Adelaide Oval",NA,"Sydney Thunder","bat","AJ Blackwell","PJ Gillespie","DB Mealey","SA Lightbody","SJ Davis","Sydney Thunder","8",NA,NA,NA,NA,NA
"1023679","6","Hobart Hurricanes","Melbourne Renegades","female","2016/17","2016/12/18","Women's Big Bash League","14","Queen Elizabeth II Oval","Bendigo","Melbourne Renegades","field","AE Satterthwaite","D Brigham","S Brne",NA,"RG Patterson",NA,NA,NA,NA,"tie","Hobart Hurricanes",NA
"896485","6","Melbourne Stars","Perth Scorchers","female","2015/16","2015/12/26","Women's Big Bash League","26","W.A.C.A. Ground","Perth","Melbourne Stars","bat","CM Edwards","T Steenholdt","TR Rann",NA,"Terry Prue","Perth Scorchers",NA,"6",NA,NA,NA,NA
"896527","6","Sydney Sixers","Hobart Hurricanes","female","2015/16","2016/01/15","Women's Big Bash League","47","Waverley Oval","Sydney","Sydney Sixers","bat","M Kapp","BC Treloar","SA Lightbody",NA,"RA Dunbar","Sydney Sixers","25",NA,"D/L",NA,NA,NA
"896549","6","Hobart Hurricanes","Sydney Sixers","female","2015/16","2016/01/22","Women's Big Bash League",NA,"Melbourne Cricket Ground",NA,"Hobart Hurricanes","bat","LC Sthalekar","GJ Davidson","AK Wilds","DJ Shepard","D Cox","Sydney Sixers",NA,"10","D/L",NA,NA,NA
"1023677","6","Brisbane Heat","Perth Scorchers","female","2016/17","2016/12/17","Women's Big Bash League","13","W.A.C.A. Ground","Perth","Perth Scorchers","field","NE Bolton","John Taylor","Hennie Botes",NA,"Terry Prue","Perth Scorchers",NA,"8",NA,NA,NA,NA
"1023661","6","Perth Scorchers","Hobart Hurricanes","female","2016/17","2016/12/11","Women's Big Bash League","5","North Sydney Oval","Sydney","Perth Scorchers","bat","EJ Villani","SA Lightbody","DM Koch","CA Polosak","WD Hendricks","Perth Scorchers","17",NA,NA,NA,NA,NA
"896463","6","Sydney Sixers","Melbourne Stars","female","2015/16","2015/12/18","Women's Big Bash League","15","Drummoyne Oval","Sydney","Sydney Sixers","bat","MM Lanning","D Taylor","BC Treloar",NA,"GE Reed","Melbourne Stars",NA,"9",NA,NA,NA,NA
"896467","6","Adelaide Strikers","Brisbane Heat","female","2015/16","2015/12/19","Women's Big Bash League","20","Brisbane Cricket Ground, Woolloongabba","Brisbane","Adelaide Strikers","bat","JL Jonassen","DB Mealey","DM Koch",NA,"CA Polosak","Brisbane Heat",NA,"8",NA,NA,NA,NA
"896471","6","Sydney Sixers","Melbourne Stars","female","2015/16","2015/12/19","Women's Big Bash League","18","Drummoyne Oval","Sydney","Sydney Sixers","bat","MM Lanning","Anthony Hobson","BC Treloar",NA,"SJ Davis","Melbourne Stars",NA,"7",NA,NA,NA,NA
"1226905","6","Melbourne Stars","Melbourne Renegades","female","2020/21","2020/10/25","Women's Big Bash League","4","Hurstville Oval","Sydney","Melbourne Renegades","field",NA,"Roberto Howard","J Matibiri",NA,"David Johnston",NA,NA,NA,NA,"no result",NA,NA
"1226906","6","Hobart Hurricanes","Adelaide Strikers","female","2020/21","2020/10/25","Women's Big Bash League","2","Hurstville Oval","Sydney","Adelaide Strikers","field","L Wolvaardt","M Qureshi","Bede Sajowitz",NA,"Kent Hannam","Adelaide Strikers",NA,"8",NA,NA,NA,NA
"1226908","6","Perth Scorchers","Brisbane Heat","female","2020/21","2020/10/25","Women's Big Bash League","1","North Sydney Oval","Sydney","Brisbane Heat","field","GM Harris","NR Johnstone","GJ Davidson","SA Lightbody","SR Bernard","Brisbane Heat",NA,"7",NA,NA,NA,NA
"1226909","6","Sydney Thunder","Melbourne Stars","female","2020/21","2020/10/26","Women's Big Bash League","5","North Sydney Oval","Sydney","Melbourne Stars","field",NA,"NR Johnstone","M Qureshi",NA,"Dave Gilbert",NA,NA,NA,NA,"no result",NA,NA
"1226912","6","Adelaide Strikers","Sydney Sixers","female","2020/21","2020/10/26","Women's Big Bash League","8","North Sydney Oval","Sydney","Sydney Sixers","field","AJ Healy","SE Dionysius","GJ Davidson",NA,"Kent Hannam","Sydney Sixers",NA,"9",NA,NA,NA,NA
"1226913","6","Sydney Thunder","Adelaide Strikers","female","2020/21","2020/10/31","Women's Big Bash League","9","Sydney Showground Stadium",NA,"Adelaide Strikers","field","HC Knight","NR Johnstone","TJ Matibiri","D Taylor","Kent Hannam","Sydney Thunder","58",NA,NA,NA,NA,NA
"1226914","6","Melbourne Renegades","Perth Scorchers","female","2020/21","2020/10/31","Women's Big Bash League","10","Drummoyne Oval","Sydney","Perth Scorchers","field","SFM Devine","Bede Sajowitz","SE Dionysius",NA,"Dave Gilbert","Perth Scorchers","18",NA,NA,NA,NA,NA
"1226915","6","Brisbane Heat","Hobart Hurricanes","female","2020/21","2020/10/31","Women's Big Bash League","11","Sydney Showground Stadium",NA,"Hobart Hurricanes","field",NA,"Roberto Howard","GJ Davidson","AK Wilds","SR Bernard",NA,NA,NA,NA,"no result",NA,NA
"1226917","6","Adelaide Strikers","Perth Scorchers","female","2020/21","2020/11/01","Women's Big Bash League","13","Drummoyne Oval","Sydney","Perth Scorchers","field",NA,"M Qureshi","TJ Matibiri",NA,"Kent Hannam",NA,NA,NA,NA,"no result",NA,NA
"1226918","6","Sydney Thunder","Brisbane Heat","female","2020/21","2020/11/01","Women's Big Bash League","14","Sydney Showground Stadium",NA,"Brisbane Heat","field","SL Bates","Roberto Howard","AK Wilds","D Taylor","David Johnston","Sydney Thunder","14",NA,NA,NA,NA,NA
"1226919","6","Melbourne Renegades","Sydney Sixers","female","2020/21","2020/11/01","Women's Big Bash League","15","Sydney Showground Stadium",NA,"Sydney Sixers","field","AJ Healy","GJ Davidson","Bede Sajowitz","SA Lightbody","Dave Gilbert","Sydney Sixers",NA,"8",NA,NA,NA,NA
"1226920","6","Hobart Hurricanes","Melbourne Stars","female","2020/21","2020/11/01","Women's Big Bash League","16","Drummoyne Oval","Sydney","Melbourne Stars","field","KH Brunt","NR Johnstone","SE Dionysius",NA,"SR Bernard","Melbourne Stars",NA,"8",NA,NA,NA,NA
"1226921","6","Melbourne Renegades","Hobart Hurricanes","female","2020/21","2020/11/03","Women's Big Bash League","17","Blacktown International Sportspark","Sydney","Hobart Hurricanes","field","NJ Carey","Roberto Howard","TJ Matibiri",NA,"SR Bernard","Hobart Hurricanes",NA,"9",NA,NA,NA,NA
"1226922","6","Adelaide Strikers","Melbourne Stars","female","2020/21","2020/11/03","Women's Big Bash League","18","Blacktown International Sportspark","Sydney","Melbourne Stars","field","MM Lanning","D Taylor","SA Lightbody",NA,"David Johnston","Melbourne Stars",NA,"7",NA,NA,NA,NA
"1226923","6","Sydney Thunder","Perth Scorchers","female","2020/21","2020/11/04","Women's Big Bash League","19","Blacktown International Sportspark","Sydney","Perth Scorchers","field","RL Haynes","Roberto Howard","SE Dionysius",NA,"Kent Hannam","Sydney Thunder","24",NA,NA,NA,NA,NA
"1226924","6","Sydney Sixers","Brisbane Heat","female","2020/21","2020/11/04","Women's Big Bash League","20","Blacktown International Sportspark","Sydney","Sydney Sixers","bat","EA Perry","TJ Matibiri","GJ Davidson",NA,"Dave Gilbert","Sydney Sixers","24",NA,NA,NA,NA,NA
"1226926","6","Melbourne Renegades","Sydney Thunder","female","2020/21","2020/11/07","Women's Big Bash League","22","Hurstville Oval","Sydney","Sydney Thunder","field","SJ Johnson","Roberto Howard","Bede Sajowitz",NA,"Dave Gilbert","Melbourne Renegades","2",NA,NA,NA,NA,NA
"1226927","6","Sydney Sixers","Hobart Hurricanes","female","2020/21","2020/11/07","Women's Big Bash League","23","North Sydney Oval","Sydney","Sydney Sixers","bat","A Gardner","M Qureshi","AK Wilds","NR Johnstone","Kent Hannam","Sydney Sixers","9",NA,NA,NA,NA,NA
"1226928","6","Perth Scorchers","Melbourne Stars","female","2020/21","2020/11/07","Women's Big Bash League","24","North Sydney Oval","Sydney","Melbourne Stars","field","MM Lanning","SA Lightbody","SE Dionysius","NR Johnstone","David Johnston","Melbourne Stars",NA,"8",NA,NA,NA,NA
"1226929","6","Sydney Thunder","Hobart Hurricanes","female","2020/21","2020/11/08","Women's Big Bash League","25","Hurstville Oval","Sydney","Hobart Hurricanes","field","HC Knight","TJ Matibiri","SE Dionysius",NA,"David Johnston","Sydney Thunder","1",NA,NA,NA,NA,NA
"1226930","6","Adelaide Strikers","Melbourne Renegades","female","2020/21","2020/11/08","Women's Big Bash League","26","North Sydney Oval","Sydney","Adelaide Strikers","bat","SR Taylor","NR Johnstone","D Taylor","SA Lightbody","Dave Gilbert","Adelaide Strikers","6",NA,NA,NA,NA,NA
"1226931","6","Melbourne Stars","Brisbane Heat","female","2020/21","2020/11/08","Women's Big Bash League","27","North Sydney Oval","Sydney","Brisbane Heat","field","MM Lanning","AK Wilds","Bede Sajowitz","GJ Davidson","Kent Hannam","Melbourne Stars","23",NA,NA,NA,NA,NA
"1226932","6","Perth Scorchers","Sydney Sixers","female","2020/21","2020/11/08","Women's Big Bash League","28","Hurstville Oval","Sydney","Perth Scorchers","bat","SFM Devine","Roberto Howard","M Qureshi",NA,"SR Bernard","Perth Scorchers","36",NA,NA,NA,NA,NA
"1226933","6","Adelaide Strikers","Melbourne Stars","female","2020/21","2020/11/10","Women's Big Bash League","29","Blacktown International Sportspark","Sydney","Melbourne Stars","field","NR Sciver","GJ Davidson","Andrew Crozier",NA,"Kent Hannam","Melbourne Stars",NA,"5",NA,NA,NA,NA
"1226934","6","Hobart Hurricanes","Melbourne Renegades","female","2020/21","2020/11/10","Women's Big Bash League","30","Blacktown International Sportspark","Sydney","Melbourne Renegades","field","HK Matthews","Steven Farrell","Sharad Patel",NA,"David Johnston","Hobart Hurricanes","9",NA,NA,NA,NA,NA
"1226935","6","Sydney Sixers","Perth Scorchers","female","2020/21","2020/11/11","Women's Big Bash League","31","Blacktown International Sportspark","Sydney","Sydney Sixers","bat","BL Mooney","Steven Farrell","Eloise Sheridan",NA,"SR Bernard","Perth Scorchers",NA,"5",NA,NA,NA,NA
"1226936","6","Sydney Thunder","Brisbane Heat","female","2020/21","2020/11/11","Women's Big Bash League","32","Blacktown International Sportspark","Sydney","Sydney Thunder","bat","G Redmayne","Troy Penman","AK Wilds",NA,"Dave Gilbert","Brisbane Heat",NA,"8",NA,NA,NA,NA
"1226937","6","Melbourne Renegades","Perth Scorchers","female","2020/21","2020/11/14","Women's Big Bash League","33","Sydney Showground Stadium",NA,"Perth Scorchers","field","SFM Devine","Steven Farrell","BC Treloar","Eloise Sheridan","Kent Hannam","Perth Scorchers",NA,"9",NA,NA,NA,NA
"1226938","6","Brisbane Heat","Adelaide Strikers","female","2020/21","2020/11/14","Women's Big Bash League","34","Drummoyne Oval","Sydney","Adelaide Strikers","field","L Harris","D Taylor","Sharad Patel",NA,"Dave Gilbert","Brisbane Heat","14",NA,NA,NA,NA,NA
"1226939","6","Sydney Sixers","Hobart Hurricanes","female","2020/21","2020/11/14","Women's Big Bash League","35","Sydney Showground Stadium",NA,"Sydney Sixers","bat","RH Priest","GJ Davidson","Troy Penman","CA Polosak","David Johnston","Hobart Hurricanes",NA,"9",NA,NA,NA,NA
"1226940","6","Sydney Thunder","Melbourne Stars","female","2020/21","2020/11/14","Women's Big Bash League","36","Sydney Showground Stadium",NA,"Melbourne Stars","field","NR Sciver","Andrew Crozier","AK Wilds","CA Polosak","SR Bernard","Melbourne Stars",NA,"8",NA,NA,NA,NA
"1226941","6","Adelaide Strikers","Sydney Sixers","female","2020/21","2020/11/15","Women's Big Bash League","37","Drummoyne Oval","Sydney","Sydney Sixers","field","TJ McPharlin","AK Wilds","D Taylor",NA,"Dave Gilbert","Adelaide Strikers","14",NA,NA,NA,NA,NA
"1226942","6","Hobart Hurricanes","Brisbane Heat","female","2020/21","2020/11/15","Women's Big Bash League","40","Drummoyne Oval","Sydney","Hobart Hurricanes","bat","G Redmayne","Eloise Sheridan","Andrew Crozier",NA,"Kent Hannam","Brisbane Heat",NA,"10",NA,NA,NA,NA
"1226943","6","Perth Scorchers","Sydney Thunder","female","2020/21","2020/11/15","Women's Big Bash League","38","Sydney Showground Stadium",NA,"Perth Scorchers","bat","SFM Devine","Steven Farrell","CA Polosak","BC Treloar","David Johnston","Perth Scorchers","34",NA,NA,NA,NA,NA
"1226944","6","Melbourne Stars","Melbourne Renegades","female","2020/21","2020/11/15","Women's Big Bash League","39","Sydney Showground Stadium",NA,"Melbourne Renegades","field","C Webb","GJ Davidson","Sharad Patel","Troy Penman","SR Bernard",NA,NA,NA,NA,"tie","Melbourne Renegades",NA
"1226945","6","Adelaide Strikers","Hobart Hurricanes","female","2020/21","2020/11/17","Women's Big Bash League","41","Hurstville Oval","Sydney","Hobart Hurricanes","field","M Penna","Troy Penman","BC Treloar",NA,"SR Bernard","Adelaide Strikers","64",NA,NA,NA,NA,NA
"1226946","6","Sydney Sixers","Brisbane Heat","female","2020/21","2020/11/17","Women's Big Bash League","42","Sydney Showground Stadium",NA,"Sydney Sixers","bat","GM Harris","Steven Farrell","AK Wilds",NA,"Kent Hannam","Brisbane Heat",NA,"3",NA,NA,NA,NA
"1226947","6","Melbourne Stars","Perth Scorchers","female","2020/21","2020/11/17","Women's Big Bash League","43","Hurstville Oval","Sydney","Perth Scorchers","field","MM Lanning","CA Polosak","Andrew Crozier",NA,"Dave Gilbert","Melbourne Stars","6",NA,NA,NA,NA,NA
"1226948","6","Melbourne Renegades","Sydney Thunder","female","2020/21","2020/11/17","Women's Big Bash League","44","Sydney Showground Stadium",NA,"Sydney Thunder","field","HC Knight","D Taylor","Eloise Sheridan",NA,"David Johnston","Sydney Thunder",NA,"8",NA,NA,NA,NA
"1226949","6","Perth Scorchers","Brisbane Heat","female","2020/21","2020/11/18","Women's Big Bash League","45","Hurstville Oval","Sydney","Brisbane Heat","field","L Harris","BC Treloar","Andrew Crozier",NA,"SR Bernard","Brisbane Heat",NA,"4",NA,NA,NA,NA
"1226950","6","Adelaide Strikers","Melbourne Renegades","female","2020/21","2020/11/18","Women's Big Bash League","46","Sydney Showground Stadium",NA,"Adelaide Strikers","bat","C Leeson","GJ Davidson","Eloise Sheridan",NA,"Dave Gilbert","Melbourne Renegades",NA,"7",NA,NA,NA,NA
"1226951","6","Melbourne Stars","Hobart Hurricanes","female","2020/21","2020/11/18","Women's Big Bash League","47","Hurstville Oval","Sydney","Hobart Hurricanes","field","A Sutherland","AK Wilds","Sharad Patel",NA,"Kent Hannam","Melbourne Stars","39",NA,NA,NA,NA,NA
"1226952","6","Sydney Sixers","Sydney Thunder","female","2020/21","2020/11/18","Women's Big Bash League","48","Sydney Showground Stadium",NA,"Sydney Thunder","field","EA Burns","D Taylor","CA Polosak",NA,"David Johnston","Sydney Sixers","4",NA,NA,NA,NA,NA
"1226953","6","Melbourne Stars","Brisbane Heat","female","2020/21","2020/11/21","Women's Big Bash League","49","Drummoyne Oval","Sydney","Brisbane Heat","field","L Harris","Steven Farrell","GJ Davidson",NA,"SR Bernard","Brisbane Heat",NA,"3",NA,NA,NA,NA
"1226954","6","Adelaide Strikers","Sydney Thunder","female","2020/21","2020/11/21","Women's Big Bash League","50","Drummoyne Oval","Sydney","Sydney Thunder","field","SJ Johnson","Andrew Crozier","Sharad Patel",NA,"David Johnston","Sydney Thunder",NA,"5",NA,NA,NA,NA
"1226955","6","Hobart Hurricanes","Perth Scorchers","female","2020/21","2020/11/21","Women's Big Bash League","51","North Sydney Oval","Sydney","Perth Scorchers","field","SFM Devine","CA Polosak","Eloise Sheridan","AK Wilds","Dave Gilbert","Perth Scorchers",NA,"10",NA,NA,NA,NA
"1226956","6","Sydney Sixers","Melbourne Renegades","female","2020/21","2020/11/21","Women's Big Bash League","52","North Sydney Oval","Sydney","Melbourne Renegades","field","L Lee","Troy Penman","D Taylor","BC Treloar","Kent Hannam","Melbourne Renegades",NA,"6",NA,NA,NA,NA
"1226957","6","Hobart Hurricanes","Sydney Thunder","female","2020/21","2020/11/22","Women's Big Bash League","53","Drummoyne Oval","Sydney","Sydney Thunder","field","S Ismail","Steven Farrell","CA Polosak",NA,"Kent Hannam","Sydney Thunder",NA,"6",NA,NA,NA,NA
"1226958","6","Adelaide Strikers","Perth Scorchers","female","2020/21","2020/11/22","Women's Big Bash League","54","North Sydney Oval","Sydney","Perth Scorchers","field","A Wellington","BC Treloar","Sharad Patel","GJ Davidson","Dave Gilbert","Adelaide Strikers","3",NA,NA,NA,NA,NA
"1226959","6","Melbourne Stars","Sydney Sixers","female","2020/21","2020/11/22","Women's Big Bash League","55","North Sydney Oval","Sydney","Sydney Sixers","field","AJ Healy","Eloise Sheridan","AK Wilds","Troy Penman","SR Bernard","Sydney Sixers",NA,"5",NA,NA,NA,NA
"1226960","6","Brisbane Heat","Melbourne Renegades","female","2020/21","2020/11/22","Women's Big Bash League","56","Drummoyne Oval","Sydney","Melbourne Renegades","field","G Prestwidge","D Taylor","Andrew Crozier",NA,"David Johnston","Brisbane Heat","43",NA,NA,NA,NA,NA
"1226961","6","Perth Scorchers","Melbourne Stars","female","2020/21","2020/11/25","Women's Big Bash League",NA,"North Sydney Oval","Sydney","Melbourne Stars","field","A King","Troy Penman","CA Polosak","AK Wilds","SR Bernard","Melbourne Stars",NA,"7",NA,NA,NA,"Eloise Sheridan"
"1226962","6","Sydney Thunder","Brisbane Heat","female","2020/21","2020/11/26","Women's Big Bash League",NA,"North Sydney Oval","Sydney","Brisbane Heat","field","HJ Darlington","Eloise Sheridan","AK Wilds","CA Polosak","Kent Hannam","Sydney Thunder","12",NA,NA,NA,NA,"Troy Penman"
"1226963","6","Melbourne Stars","Sydney Thunder","female","2020/21","2020/11/29","Women's Big Bash League",NA,"North Sydney Oval","Sydney","Melbourne Stars","bat","S Ismail","CA Polosak","Eloise Sheridan","AK Wilds","SR Bernard","Sydney Thunder",NA,"7",NA,NA,NA,"Troy Penman"
"1269055","6","Melbourne Stars","Sydney Sixers","female","2021/22","2021/10/14","Women's Big Bash League","1","Bellerive Oval, Hobart","Hobart","Sydney Sixers","field","AJ Healy","D Taylor","Roberto Howard",NA,"Kent Hannam","Sydney Sixers",NA,"6",NA,NA,NA,"SA Lightbody"
"1269056","6","Hobart Hurricanes","Melbourne Renegades","female","2021/22","2021/10/16","Women's Big Bash League","2","Bellerive Oval, Hobart","Hobart","Hobart Hurricanes","bat","G Wareham","Andrew Crozier","CA Polosak",NA,"Kent Hannam","Melbourne Renegades",NA,"6",NA,NA,NA,"D Taylor"
"1269057","6","Adelaide Strikers","Sydney Thunder","female","2021/22","2021/10/16","Women's Big Bash League","3","Bellerive Oval, Hobart","Hobart","Sydney Thunder","field","TM McGrath","Mattis van Eck","SA Lightbody",NA,"SR Bernard","Adelaide Strikers","30",NA,NA,NA,NA,"D Taylor"
"1269058","6","Perth Scorchers","Brisbane Heat","female","2021/22","2021/10/17","Women's Big Bash League","5","Bellerive Oval, Hobart","Hobart","Brisbane Heat","field","A King","CA Polosak","Mattis van Eck",NA,"Kent Hannam",NA,NA,NA,NA,"tie","Perth Scorchers","SA Lightbody"
"1269059","6","Hobart Hurricanes","Sydney Sixers","female","2021/22","2021/10/17","Women's Big Bash League","4","Bellerive Oval, Hobart","Hobart","Sydney Sixers","field","Shafali Verma","D Taylor","Roberto Howard",NA,"SR Bernard","Sydney Sixers",NA,"5",NA,NA,NA,"SA Lightbody"
"1269060","6","Hobart Hurricanes","Melbourne Stars","female","2021/22","2021/10/19","Women's Big Bash League","6","Bellerive Oval, Hobart","Hobart","Melbourne Stars","field","RH Priest","Mattis van Eck","SA Lightbody",NA,"Kent Hannam","Hobart Hurricanes","63",NA,NA,NA,NA,NA
"1269061","6","Brisbane Heat","Perth Scorchers","female","2021/22","2021/10/19","Women's Big Bash League","7","Bellerive Oval, Hobart","Hobart","Perth Scorchers","field","G Redmayne","Andrew Crozier","TJ Matibiri",NA,"SR Bernard","Brisbane Heat","59",NA,NA,NA,NA,NA
"1269062","6","Melbourne Renegades","Adelaide Strikers","female","2021/22","2021/10/20","Women's Big Bash League","8","Bellerive Oval, Hobart","Hobart","Melbourne Renegades","bat","TM McGrath","D Taylor","M Qureshi",NA,"Kent Hannam","Adelaide Strikers",NA,"8",NA,NA,NA,NA
"1269063","6","Melbourne Stars","Sydney Sixers","female","2021/22","2021/10/20","Women's Big Bash League","9","Bellerive Oval, Hobart","Hobart","Sydney Sixers","field","A Sutherland","Mattis van Eck","Roberto Howard",NA,"SR Bernard","Melbourne Stars","30",NA,NA,NA,NA,NA
"1269064","6","Hobart Hurricanes","Adelaide Strikers","female","2021/22","2021/10/23","Women's Big Bash League","10","Invermay Park, Launceston","Launceston","Adelaide Strikers","field",NA,"Roberto Howard","Simon Burns",NA,"Kent Hannam",NA,NA,NA,NA,"no result",NA,NA
"1269068","6","Brisbane Heat","Adelaide Strikers","female","2021/22","2021/10/24","Women's Big Bash League","14","Invermay Park, Launceston","Launceston","Adelaide Strikers","field","D Brown","M Qureshi","Roberto Howard",NA,"SR Bernard","Brisbane Heat","5",NA,NA,NA,NA,NA
"1269069","6","Sydney Sixers","Melbourne Renegades","female","2021/22","2021/10/24","Women's Big Bash League","15","Aurora Stadium, Launceston","Launceston","Melbourne Renegades","field","H Kaur","Mattis van Eck","SAJ Craig","CA Polosak","David Johnston","Melbourne Renegades",NA,"7",NA,NA,NA,NA
"1269070","6","Perth Scorchers","Sydney Thunder","female","2021/22","2021/10/24","Women's Big Bash League","16","Aurora Stadium, Launceston","Launceston","Sydney Thunder","field","SFM Devine","Andrew Crozier","SA Lightbody",NA,"Kent Hannam","Perth Scorchers","81",NA,NA,NA,NA,"D Taylor"
"1269071","6","Melbourne Stars","Sydney Thunder","female","2021/22","2021/10/26","Women's Big Bash League","17","Aurora Stadium, Launceston","Launceston","Melbourne Stars","bat","KJ Garth","Andrew Crozier","D Taylor",NA,"Kent Hannam","Melbourne Stars","12",NA,NA,NA,NA,NA
"1269072","6","Hobart Hurricanes","Brisbane Heat","female","2021/22","2021/10/26","Women's Big Bash League","18","Aurora Stadium, Launceston","Launceston","Brisbane Heat","field","GM Harris","Mansoor Qureshi","SAJ Craig",NA,"David Johnston","Brisbane Heat",NA,"8",NA,NA,NA,NA
"1269073","6","Melbourne Renegades","Sydney Thunder","female","2021/22","2021/10/27","Women's Big Bash League","19","University Oval, Hobart","Hobart","Melbourne Renegades","bat","JI Rodrigues","Andrew Crozier","Roberto Howard",NA,"David Johnston","Melbourne Renegades","9",NA,NA,NA,NA,NA
"1269074","6","Melbourne Stars","Hobart Hurricanes","female","2021/22","2021/10/27","Women's Big Bash League","20","University Oval, Hobart","Hobart","Hobart Hurricanes","field","M du Preez","CA Polosak","SA Lightbody",NA,"SR Bernard","Hobart Hurricanes",NA,"6",NA,NA,NA,NA
"1269075","6","Melbourne Renegades","Sydney Sixers","female","2021/22","2021/10/30","Women's Big Bash League","21","Lilac Hill Park, Perth","Perth","Sydney Sixers","field","JE Cameron","J Thomas","T Steenholdt",NA,"Kent Hannam","Melbourne Renegades","12",NA,NA,NA,NA,NA
"1269076","6","Sydney Thunder","Melbourne Stars","female","2021/22","2021/10/30","Women's Big Bash League","22","Aurora Stadium, Launceston","Launceston","Sydney Thunder","bat","SL Bates","TJ Matibiri","Roberto Howard",NA,"David Johnston","Sydney Thunder","19",NA,NA,NA,NA,NA
"1269077","6","Perth Scorchers","Adelaide Strikers","female","2021/22","2021/10/30","Women's Big Bash League","23","Lilac Hill Park, Perth","Perth","Perth Scorchers","bat","BL Mooney","J Buscall","NR Johnstone",NA,"Kent Hannam",NA,NA,NA,NA,"tie","Perth Scorchers",NA
"1269078","6","Brisbane Heat","Hobart Hurricanes","female","2021/22","2021/10/30","Women's Big Bash League","24","Aurora Stadium, Launceston","Launceston","Hobart Hurricanes","field","GM Harris","Andrew Crozier","Simon Burns",NA,"SR Bernard","Brisbane Heat","14",NA,NA,NA,NA,NA
"1269079","6","Sydney Thunder","Hobart Hurricanes","female","2021/22","2021/10/31","Women's Big Bash League","25","Aurora Stadium, Launceston","Launceston","Sydney Thunder","bat","DB Sharma","Roberto Howard","SAJ Craig",NA,"SR Bernard","Sydney Thunder","37",NA,NA,NA,NA,"CA Polosak"
