"match_id","balls_per_over","team_1","team_2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire_1","umpire_2","tv_umpire","match_referee","winner","winner_runs","winner_wickets","method","outcome","eliminator","reserve_umpire"
"1269080","6","Adelaide Strikers","Melbourne Renegades","female","2021/22","2021/10/31","Women's Big Bash League","26","Lilac Hill Park, Perth","Perth","Adelaide Strikers","bat","H Kaur","J Thomas","NR Johnstone",NA,"Kent Hannam","Melbourne Renegades",NA,"6",NA,NA,NA,NA
"1269081","6","Brisbane Heat","Melbourne Stars","female","2021/22","2021/10/31","Women's Big Bash League","27","Aurora Stadium, Launceston","Launceston","Brisbane Heat","bat","T Flintoff","Andrew Crozier","D Taylor",NA,"David Johnston","Melbourne Stars",NA,"8",NA,NA,NA,NA
"1269082","6","Sydney Sixers","Perth Scorchers","female","2021/22","2021/10/31","Women's Big Bash League","28","Lilac Hill Park, Perth","Perth","Sydney Sixers","bat","AJ Healy","J Buscall","T Steenholdt",NA,"Kent Hannam","Sydney Sixers","44",NA,NA,NA,NA,NA
"1269083","6","Sydney Sixers","Hobart Hurricanes","female","2021/22","2021/11/03","Women's Big Bash League","29","Western Australia Cricket Association Ground, Perth","Perth","Hobart Hurricanes","field","A Gardner","Dean Trigg","T Steenholdt",NA,"Kent Hannam","Sydney Sixers","31",NA,NA,NA,NA,NA
"1269084","6","Perth Scorchers","Melbourne Renegades","female","2021/22","2021/11/03","Women's Big Bash League","30","Western Australia Cricket Association Ground, Perth","Perth","Perth Scorchers","bat","BL Mooney","J Buscall","NR Johnstone",NA,"Kent Hannam","Perth Scorchers","40",NA,NA,NA,NA,NA
"1269085","6","Melbourne Renegades","Brisbane Heat","female","2021/22","2021/11/06","Women's Big Bash League","31","Karen Rolton Oval, Adelaide","Adelaide","Brisbane Heat","field","H Kaur","Harsimran Singh","SAJ Craig",NA,"SD Fry","Melbourne Renegades","15",NA,NA,NA,NA,NA
"1269086","6","Melbourne Stars","Adelaide Strikers","female","2021/22","2021/11/06","Women's Big Bash League","32","Karen Rolton Oval, Adelaide","Adelaide","Adelaide Strikers","field","MM Lanning","D Taylor","SA Lightbody",NA,"SJ Davis","Melbourne Stars","37",NA,NA,NA,NA,NA
"1269087","6","Hobart Hurricanes","Perth Scorchers","female","2021/22","2021/11/06","Women's Big Bash League","33","Western Australia Cricket Association Ground, Perth","Perth","Hobart Hurricanes","bat","RH Priest","Dean Trigg","NR Johnstone",NA,"Kent Hannam","Hobart Hurricanes","2",NA,NA,NA,NA,NA
"1269088","6","Sydney Thunder","Brisbane Heat","female","2021/22","2021/11/07","Women's Big Bash League","34","Adelaide Oval","Adelaide","Sydney Thunder","bat","G Redmayne","CA Polosak","Harsimran Singh",NA,"SJ Davis","Brisbane Heat",NA,"5",NA,NA,NA,"SAJ Craig"
"1269089","6","Melbourne Stars","Melbourne Renegades","female","2021/22","2021/11/07","Women's Big Bash League","35","Adelaide Oval","Adelaide","Melbourne Stars","bat","S Molineux","Eloise Sheridan","SA Lightbody",NA,"SD Fry","Melbourne Renegades",NA,"7",NA,NA,NA,"D Taylor"
"1269090","6","Hobart Hurricanes","Perth Scorchers","female","2021/22","2021/11/07","Women's Big Bash League","36","Western Australia Cricket Association Ground, Perth","Perth","Hobart Hurricanes","bat","M Kapp","J Buscall","T Steenholdt",NA,"Kent Hannam","Perth Scorchers",NA,"5",NA,NA,NA,NA
"1269091","6","Sydney Sixers","Brisbane Heat","female","2021/22","2021/11/09","Women's Big Bash League","37","Karen Rolton Oval, Adelaide","Adelaide","Sydney Sixers","bat","A Gardner","D Taylor","D Bhatt",NA,"SJ Davis","Brisbane Heat",NA,"8",NA,NA,NA,NA
"1269092","6","Adelaide Strikers","Sydney Thunder","female","2021/22","2021/11/09","Women's Big Bash League","38","Karen Rolton Oval, Adelaide","Adelaide","Adelaide Strikers","bat","L Wolvaardt","NR Johnstone","SA Lightbody",NA,"SD Fry","Adelaide Strikers","18",NA,NA,NA,NA,NA
